title,authors,source_journal,year,doi,doi_status,doi_match_ratio,origin,scopusUrl,wos_id,abstract,abstract_source,doi_native_scopus,doi_agreement,cribado_decision_ia,cribado_criterio,cribado_motivo,cribado_decision_final,cribado_resolucion
Expert-Based Risk Mapping for Low-Carbon Hydrogen Production Under Geopolitical Constraints: A Case Study of Russia,"Revinova, Svetlana and Gomonov, Konstantin and Ratner, Svetlana and Shaposhnikov, Artem",HYDROGEN,2026,10.3390/hydrogen7020071,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/105043194914?origin=resultslist,WOS:001802448500001,"The transition to low-carbon hydrogen is recognized as a priority decarbonization pathway, yet the risk profiles of hydrogen projects remain poorly characterized for non-Western, resource-rich, and geopolitically constrained economies. This study develops and applies a structured expert-based risk mapping framework for low-carbon hydrogen production in Russia. The framework integrates three procedural steps: (1) identification and classification of 21 risk factors across seven thematic groups based on systematic literature analysis; (2) construction of a directed interdependency matrix (7 × 7, ordinal scale 0–2) via structured expert elicitation (n = 10, February 2026); and (3) probability–impact prioritization using the P × S scoring heuristic (both axes on a 1–5 scale, per ISO 31000:2018). Results reveal three critical risk factors (P × S Score ≥ 20): high cost of capital and restricted access to external financing (Score = 24, P = 5, S = 5), dependence on imported electrolyzer components (Score = 20, P = 4, S = 4), and insufficient export infrastructure (Score = 20, P = 5, S = 4). The interdependency matrix identifies economic and financial risks as the primary “accumulator” of systemic influence, receiving maximum incoming impact from all other six groups. Regulatory risks occupy a medium position but exert disproportionate cascading effects on technology choice and project economics. The framework is explicitly designed for transferability to other resource-abundant, capital-constrained economies (Kazakhstan, Iran, Algeria), with structural adaptation conditions specified. Findings are relevant for policymakers, investors, and multilateral stakeholders shaping hydrogen value chains in non-Western contexts.",SCOPUS_UI,10.3390/hydrogen7020071,MATCH,EXCLUDE,E2,"Mapeo de riesgos de un proyecto de hidrógeno bajo en carbono a nivel de sistema energético, sin ángulo conductual del inversionista individual (E2).",EXCLUDE,
A PRISMA-Based Systematic Review of Behavioral Biases and Demographic Moderators in Investment Decision-Making,"Douhabi E.M., Drissi Z.","Journal of Risk and Financial Management, 19(6), 418",2026,10.3390/jrfm19060418,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105042691208?origin=resultslist,,"Behavioral finance challenges classical rational-investor models by demonstrating that psychological biases shape financial decisions. Evidence indicates that overconfidence, herding, loss aversion, and the disposition effect are not uniformly distributed but are shaped by gender, age, financial literacy, income, and investment experience. However, the literature remains fragmented across contexts and geographies. This PRISMA 2020 systematic review synthesizes 57 empirical studies (2010–2025) screened from 172 Scopus records and appraised against eight quality criteria. Findings confirm overconfidence (31 studies) and herding (26) as the most prevalent biases, concentrated among younger, male, and less experienced investors, whereas loss and risk aversion are more common among female, older, and financially insecure investors. Financial literacy emerges as the strongest moderator, reducing most biases while paradoxically amplifying overconfidence at moderate levels, consistent with the Dunning–Kruger effect. Formal moderation analyses (14 studies) support literacy as a significant boundary condition, and investment experience exhibits a non-linear pattern favoring moderate levels. This review contributes a structured, quality-appraised synthesis and a research agenda addressing intersectionality, longitudinal designs, and geographic diversity.",SCOPUS_UI,10.3390/jrfm19060418,MATCH,INCLUDE,"I1,I2,I3,I4","Revisión sistemática PRISMA sobre sesgos conductuales (exceso de confianza, manada, aversión a la pérdida, efecto disposición) y moderadores demográficos en la toma de decisiones de inversión (I1-I4).",INCLUDE,
Revisiting risk perception in goals-based equity investment: evidence from emerging investors in Bangalore,"Thamizhselvi M., Dey V., SasiKala V., Kiran P.","SN Business and Economics, 6(6), 190",2026,10.1007/s43546-026-01207-4,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105040593246?origin=resultslist,,"Equity investment plays a critical role in individual financial planning. However, participation among emerging investors remains constrained by perceived risk and limited financial literacy. Grounded in behavioural finance, this study examines how risk perception, demographic characteristics, and digital investment tools influence equity investment decisions among emerging investors in Bangalore. Primary data were collected from 100 respondents using a structured questionnaire and analysed using descriptive statistics, correlation, and regression techniques. The findings reveal that age has a statistically significant positive relationship with capital appreciation as an investment objective (r = 0.343, p < 0.05), while income and educational qualification do not exhibit significant influence. The regression model is also significant (F = 4.155, p = 0.012), indicating that age significantly predicts capital appreciation (r = 0.343, p < 0.05), while income and education are not significant. The study highlights the growing role of digital platforms and goal-based investing among young investors and recommends strengthening financial literacy initiatives and technology-enabled advisory services to support informed investment decisions.",SCOPUS_UI,10.1007/s43546-026-01207-4,MATCH,INCLUDE,"I1,I2,I3,I4",Analiza percepción de riesgo y características demográficas en decisiones de inversión en renta variable de inversionistas emergentes (I1-I4).,INCLUDE,
A cyber risk economics model for organization-wide risk management (CYREM-ORM),"Xin T., He Y., Zamani E.D., Evans M., Luo C.","Computers and Security, 165, 104873",2026,10.1016/j.cose.2026.104873,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105031588576?origin=resultslist,,"The increasing sophistication of cyber risks has made it challenging for organizations to assess their business impacts. The key challenge is the technical and language “barrier” between cybersecurity teams and business teams who make strategic investment decisions on cybersecurity. This often leads to delays, budget issues that prevent timely responses to cyber incidents. Existing research lacks a transparent, traceable, and reproducible method to communicate cyber risks and their impacts on businesses. We introduce a novel cyber risk economics model for organization-wide risk management (CYREM-ORM) that captures complex cyber risks and expresses them using financial terms. This is achieved by mapping Cyber Threat Intelligence (CTI) to the Factor Analysis of Information Risk (FAIR) model, enriched by cyber cost typologies. CYREM-ORM provides a traceable workflow that links organisation-related CTI to FAIR factor estimation, cost breakdowns, and ultimately to monetary loss amounts and prioritised risk scenarios. This design improves transparency in risk management, helps organisations prioritise mitigations in line with strategic business objectives, and enables stakeholders to assess the rationale behind results when needed. By grounding risk parameters in CTI, the model also facilitates proactive screening of organisation-relevant threats, instead of reactive, control-gap reporting. We evaluate the CYREM-ORM through three complementary case studies: the 2017 Equifax breach case proves its feasibility with historical data and open-source CTI, while the Small and Medium Enterprise (SME) education company and the large retail company cases show its effectiveness in communicating cyber risks at an organizational-wide strategic level within real-world contexts.",SCOPUS_UI,10.1016/j.cose.2026.104873,MATCH,EXCLUDE,E3,"Modelo de economía de riesgo cibernético para gestión de riesgo organizacional, sin relación con el comportamiento del inversionista individual (E3).",EXCLUDE,
Understanding Impact Investment Intention Using the Extended Theory of Planned Behaviour,"Rathee, Prerna and Aggarwal, Shalini",GLOBAL BUSINESS REVIEW,2026,10.1177/09721509221115001,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/85136945795?origin=resultslist,WOS:000846667700001,"Impact investing is ‘blended value proposition’ that generates a mix of financial, social and environmental values for the investor, organization and businesses. This study aims to explore the factors influencing the Indian investors’ intention towards impact investing (II) using the theory of planned behaviour (TPB), extended with two constructs, that is, risk perception and internal motivation, to predict such a phenomenon in the Indian context. The data has been collected from 338 Indian investors who primarily engage in impact investing. The collected data have been analysed using two-step structural equation modelling. The findings of this study indicate a positive and significant impact of attitude, subjective norms and perceived behavioural control on investors’ intention towards impact investing in India. Risk perception has been showed the least positive influence on the investors’ intention whereas internal motivation has a highly positive influence on investors’ intention to invest for impact. This is the first attempt to measure investors’ intentions towards impact investing from the Indian perspective using the TPB model with the extended constructs, that is, risk perception and internal motivation, which is the novelty of this study. This study will help policymakers to take important regulatory measures to build an effective ecosystem for impact investing in India.",SCOPUS_UI,10.1177/09721509221115001,MATCH,INCLUDE,"I1,I2,I3,I4",Examina la percepción de riesgo como determinante de la intención de inversión de impacto entre inversionistas indios (I1-I4).,INCLUDE,
"Political conservatism and investor risk tolerance: implications for suitability, profiling, and segmentation","de Souza, Miriam Lipinsky and da Silva, Wesley Vieira and da Veiga, Claudimar Pereira and Pinto, Ibsen Mateus Bittencourt Santana and de Lima, Marcos Vinicius Andrade",JOURNAL OF FINANCIAL SERVICES MARKETING,2026,10.1057/s41264-026-00368-5,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/105040047135?origin=resultslist,WOS:001771222300001,"Variation in investors’ financial risk tolerance remains a practical challenge for suitability assessments and segmentation in financial services marketing. This study aims to examine whether political conservatism, treated as a relatively stable ideological trait, helps explain differences in risk tolerance in an emerging market context. Drawing on political psychology, conservatism is decomposed into Right-Wing Authoritarianism (RWA), which captures conformity and threat sensitivity, and Social Dominance Orientation (SDO), which captures preferences for hierarchy and inequality. Using survey data from 456 Brazilian investors combined with the Grable–Lytton Risk Tolerance Scale (GL-RTS), the study employs confirmatory factor analyses, as well as logistic and quantile regressions, to test the proposed relationships. Confirmatory factor analyses support construct validity. Logistic and quantile regressions indicate that RWA is associated with lower financial risk tolerance, whereas SDO is associated with higher tolerance at relevant segments of the distribution. The findings reveal that ideological dimensions exert distinct, asymmetric effects across the risk tolerance spectrum. The results suggest that “conservative investors” are not a homogeneous segment and that ideology-linked motives may shape how risk is interpreted and acted upon. These results contribute to the literature by demonstrating the value of incorporating multidimensional ideological traits into investor profiling models. For practitioners and policymakers, the findings point to actionable gains from refining onboarding and profiling models, tailoring risk communication, and designing financial education messages to reduce misalignment between client motives, suitability outcomes, and portfolio recommendations.",SCOPUS_UI,10.1057/s41264-026-00368-5,MATCH,INCLUDE,"I1,I2,I3,I4","Aporta un modelo de perfilamiento de inversionistas por tolerancia al riesgo asociado a rasgos ideológicos, con implicaciones directas para segmentación y suitability (I1-I4).",INCLUDE,
"Two financial worlds and the bridge between them: profiling crypto, traditional, and dual investors","Lara-Bueno, Paula and Tercero-Lucas, David",JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS \& MONEY,2026,10.1016/j.intfin.2026.102326,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/105034978525?origin=resultslist,WOS:001732279100001,"This paper examines whether cryptocurrency investors differ from traditional stock market participants and identifies a third group that combines both asset types. Using data from the 2021 wave of the Survey of Financial Competencies conducted by the Bank of Spain, we analyze a nationally representative sample of Spanish households through logistic and multinomial regression models. Results show that crypto investors are more likely to be younger, male, and have lower income and educational attainment. They are also less likely to own pension products or feel confident about their retirement planning compared to stock market investors. In contrast, dual investors—those holding both crypto and traditional assets—exhibit higher financial literacy and greater risk tolerance, but do not differ significantly in income or education from stock investors. Our results reveal the existence of distinct investor profiles and highlight the need for tailored financial education and regulatory approaches that reflect the heterogeneity of market participants.",SCOPUS_UI,10.1016/j.intfin.2026.102326,MATCH,INCLUDE,"I1,I2,I3,I4","Perfila inversionistas (cripto, tradicionales, duales) por tolerancia al riesgo y alfabetización financiera usando datos representativos de hogares (I1-I4).",INCLUDE,
Machine learning for risk profiling: An analysis of pension fund participants,"Goncu, Ahmet and Kuzubas, Tolga U. and Saltoglu, Burak",BORSA ISTANBUL REVIEW,2026,10.1016/j.bir.2026.100800,FROM_WOS,1.0,Scopus + WoS,https://scopus.unalproxy.elogim.com/pages/publications/105028421790?origin=resultslist,WOS:001762292900001,"This study examines the use of machine learning (ML) techniques for profiling the risk of pension fund participants. We analyze a dataset of 81,563 individual investors in a major Turkish pension fund company (2018–2022), comparing various ML models to the regulatory benchmark. Using recursive feature elimination, we identify self-reported risk attitudes and age – with a nonlinear relationship – as the most important predictors of actual portfolio risk. Our cross-validation results indicate that boosting methods yield modest improvements in predictive accuracy relative to the regulatory risk score. Notably, the performance from using just four variables is comparable to that from using the full questionnaire. Although the overall explanatory power remains modest across all models (R2 of 0.13–0.17), the findings suggest that ML can enhance risk profiling by identifying informative variables and capturing nonlinear relationships. These results have practical implications for designing more efficient risk assessment tools in pension fund settings, potentially simplifying questionnaires without sacrificing predictive accuracy.",SCOPUS_UI,10.1016/j.bir.2026.100800,MATCH,INCLUDE,"I1,I2,I3,I4",Aplica machine learning al perfilamiento de riesgo de inversionistas individuales de un fondo de pensiones a partir de actitudes de riesgo autorreportadas (I1-I4).,INCLUDE,
Intelligent Borrower Profiling for Risk-Aware Loan Decision Making and Portfolio Optimization,Mohanakrishnan S.,"Journal of Internet Services and Information Security, 16(2)",2026,10.58346/jisis.2026.i2.030,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105042594507?origin=resultslist,,"Lending environments have become more complex, and the frequency of loan defaults has increased, making it a need for intelligent, data-driven approaches for borrower evaluation. Traditional credit scoring approaches do not fully account for the credit risk of borrowers from a multi-dimensional perspective, such as financial, behavioral, and non-financial factors like ESG metrics. Understanding these trends, this study introduces an innovative multi-stage AI-based model named IBP-RLDPO, designed to enhance borrower profiling, risk-aware lending decisions, and portfolio optimization by using LightGBM, ensemble learning, feature engineering, and explainable AI. The framework integrates multi-source data, pre-processes the data, generates borrower risk profiles based on PD, LGD, and EAD models, and uses a risk-aware decision engine with portfolio-level optimization. Using SHAP and LIME for explainability layers can offer insights into the contributions of various features, which helps in facilitating transparent and ethical lending practices. On the Lending Club dataset of 887,379 loan records, an empirical assessment shows that it outperforms baseline and ensemble models with 98.25% accuracy, 78.5% recall, 98.25% precision, 82.5% F1-score, and 94.25% AUC. In a nutshell, IBP-RLDPO can improve risk adjudication of the decision-making process, help manage regulatory compliance, mitigate the risk of bad loans, and maximize returns on good loans. This research provides a full-scale and interpretable solution that is scalable for intelligent lending and optimized portfolio management, providing measurable business value and operational efficiency.",SCOPUS_UI,10.58346/JISIS.2026.I2.030,MATCH,EXCLUDE,E6,Trata sobre perfilamiento de prestatarios y riesgo crediticio de préstamos; población de deudores y no de inversionistas en activos financieros (E6).,EXCLUDE,
Weighted Average Cost of Capital in Declining Interest Rate Environments (Part II): Qualitative Expert Research,"Frey S., Heilmann H.","Journal of Risk and Financial Management, 19(5), 326",2026,10.3390/jrfm19050326,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105040027944?origin=resultslist,,"This study constitutes the second part of a comprehensive investigation of the persistence of weighted average cost of capital (WACC) rates despite declining risk-free interest rates. While theory suggests that WACC should reflect lower risk-free interest rates and decline with falling government bond yields, empirical evidence reveals minimal adjustment in the reported WACC figures. Disclosed WACC of DAX40 companies remain between 7% and 8% as the yield of a ten-year German government bond fell from 4.1% to −0.2%. After the quantitative risk analysis (part I) systematically lacks market-based and fundamental explanations—demonstrating that neither systematic risk, overall market risk, earnings risk nor leverage increased sufficiently to justify this stability—this article addresses the resulting explanatory gap through qualitative inquiry. Employing a grounded theory methodology, we investigate the causes and consequences of persistent WACC through systematic analysis of 18 problem-centered semi-structured expert interviews (22 respondents comprising corporate finance executives, investment bankers, strategy consultants, auditors). The investigation reveals that behavioral economics (risk aversion, opportunism, subjectivity), organizational constraints (strategic path dependency, implementation complexity, financial criterion rigidity), and model-theoretic discretion (parameter averaging, analyst influence, supplementary risk adjustments) substantially shape practical WACC determination—factors that quantitative risk analysis cannot capture. Practitioners employ disclosed WACC strategically to reconcile investor return requirements with long-term operational stability, avoid audit friction, and hedge geopolitical–monetary risks—consequences that generate capital opportunity costs offsetting traditional value-maximization objectives. Combined quantitative and qualitative evidence yields actionable insights for value-based capital cost methodologies that are aligned with organizational and market realities.",SCOPUS_UI,10.3390/jrfm19050326,MATCH,EXCLUDE,E4,"Estudia la persistencia del costo de capital (WACC) corporativo mediante entrevistas a ejecutivos financieros, sin ángulo de comportamiento del inversionista individual (E4).",EXCLUDE,
An EGU Evaluation System Model To Assist Insurance Companies In Decision-Making During ExtremeWeather Events,Zhang H.,Proceedings of 2025 5th International Conference on Big Data Artificial Intelligence and Risk Management Icbar 2025,2026,10.1145/3800227.3800363,VERIFIED,1.0,Scopus only,https://scopus.unalproxy.elogim.com/pages/publications/105038707624?origin=resultslist,,"Climate change has led to an increase in extreme weather events, resulting in higher uncertainty in regional underwriting risks for insurance companies. To address this, this study constructs a comprehensive underwriting risk evaluation system based on economic factors, government factors, and uncontrollable factors (EGU). It integrates the Z-score model, consistency detection model, portfolio weighting method, weighted TOPSIS model, and ROC-Youden method to form a cross-regional underwriting risk assessment model.The Z-score model measures insurers' risk tolerance, while a three-tier EGU indicator system is proposed and validated for consistency using the comprehensive consistency detection model. Weights are determined through AHP, EWM, and CVM to balance subjective judgment and objective data. Finally, weighted TOPSIS calculates risk scores for each country, and the ROC-Youden method identifies optimal risk thresholds for classification.Results demonstrate excellent model discrimination (AUC = 1.00), with the optimal threshold identified as θ∗ = 0.0866. Accordingly, countries like the United States, Germany, and Japan are classified as low-risk zones due to their strong economic resilience and governance capabilities. Nations such as India, Nigeria, and South Africa are categorized as medium-risk zones owing to higher economic volatility or natural hazards.This study establishes a comprehensive framework simultaneously covering corporate robustness and external environmental risks, providing quantitative basis for insurers' regional deployment, risk pricing, and capital allocation.",SCOPUS_UI,10.1145/3800227.3800363,MATCH,EXCLUDE,E5,"Modelo de evaluación de riesgo de suscripción (underwriting) para aseguradoras ante eventos climáticos extremos, sin relación con comportamiento de inversión (E5).",EXCLUDE,
